AID,SID,CID,Activity Outcome,Target Accession,Activity Name,Activity Qualifier,Activity Value [uM],Assay Name,Assay Type,PubMed ID,RNAi
1259289,152153302,,Inactive,,,,,A screen to identify synergistic combinations in colorectal cancer - Primary Screen (LS513),Screening,28972570,1
1259290,152153302,,Inactive,,,,,A screen to identify synergistic combinations in colorectal cancer - Primary Screen (SNUC1),Screening,28972570,1
1259291,152153302,,Inactive,,,,,A screen to identify synergistic combinations in colorectal cancer - Primary Screen (HT29),Screening,28972570,1
1259297,152153302,,Inactive,,,,,A screen to identify synergistic combinations in colorectal cancer - Primary Screen (RCM1),Screening,28972570,1
1259298,152153302,,Inactive,,,,,A screen to identify synergistic combinations in colorectal cancer - Primary Screen (HT55),Screening,28972570,1
1259299,152153302,,Inactive,,,,,A screen to identify synergistic combinations in colorectal cancer - Primary Screen (CAR1),Screening,28972570,1
1259300,152153302,,Inactive,,,,,A screen to identify synergistic combinations in colorectal cancer - Primary Screen (HCT15),Screening,28972570,1
1259306,152153302,,Inactive,,,,,A screen to identify synergistic combinations in colorectal cancer - Primary Screen (SNUC5),Screening,28972570,1
1259307,152153302,,Inactive,,,,,A screen to identify synergistic combinations in colorectal cancer - Primary Screen (SW620),Screening,28972570,1
1259323,336297243,,Active,,,,,Primary screen of kinases in signalling pathway between Protease activated receptor 2 (PAR2) and the ion channels Transient receptor potential vanilloid-4 (TRPV4) in HEK293 cells,Screening,,1
1345653,178101741,,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,,
1345653,178101775,,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,,
1345653,178102295,10184653,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,18408761,
1345653,178102302,156414,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,10753475,
1345653,178102313,9915743,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,15173008,
1345653,178102313,9915743,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,22037378,
1345653,178102319,208908,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,12467226,
1345653,178102319,208908,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,22037378,
1345653,178102587,9843206,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,11378364,
1345653,178102588,11566580,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,16480284,
1345653,178102633,6444692,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,16771730,
1345653,178103494,24821094,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,26641137,
1345653,178103994,11511120,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,22621397,
1345653,223365978,10297043,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,15256466,
1345653,223365981,6918508,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,15199094,
1345653,223365982,10437018,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,19821562,
1345653,223366050,11488320,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,24900741,
1345653,223366208,11349170,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,20166197,
1345653,223366212,9874913,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,18500794,
1345653,249565586,25127713,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,21306821,
1345653,249565627,10458325,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,17575237,
1345653,249565825,71556703,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,24915291,
1345653,252166886,,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,,
1345653,310264675,24756910,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,20143778,
1345653,310264693,71226662,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,26641137,
1345653,310264712,,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,22248472,
1345653,348353621,51039030,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,28115222,
1345653,363894206,24739943,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,21789172,
1345653,363894213,51348455,Active,NP_001005862,,,,Human erb-b2 receptor tyrosine kinase 2 (Type I RTKs: ErbB (epidermal growth factor) receptor family),Other,24121234,
1508588,152153302,,Inactive,,,,,RNAi screen for vemurafenib enhancer genes in BRAFV600 melanoma - Primary Screen,Screening,,1
1671289,441329562,2051,Active,,IC50,,0.04645,"Z'-LYTE: ERBB2 (HER2), Direct Format, kinase activity assay, coupled enzyme activity measurement method, detected via fluorescence resonance energy transfer",Other,,
2202499,523300241,166544130,Active,P04626,IC50,,0.0336,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300272,166544054,Active,P04626,IC50,,1.2931,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300276,166543783,Active,P04626,IC50,,0.2597,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300292,166544104,Active,P04626,IC50,,0.8761,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300293,166544197,Active,P04626,IC50,,2.3352,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300294,166543953,Active,P04626,IC50,,3.2977,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300295,166544297,Active,P04626,IC50,,2.0884,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300296,166544154,Active,P04626,IC50,,0.0765,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300297,166544142,Active,P04626,IC50,,0.9771,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300298,166543777,Active,P04626,IC50,,2.3979,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300299,166544197,Active,P04626,IC50,,2.3352,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300300,166544241,Active,P04626,IC50,,1.0315,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300301,166544119,Active,P04626,IC50,,0.0084,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300302,166544013,Active,P04626,IC50,,0.4316,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300303,166544051,Active,P04626,IC50,,0.0455,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300304,166543702,Inactive,P04626,IC50,,10,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300305,166543784,Active,P04626,IC50,,0.0483,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300306,166543971,Active,P04626,IC50,,0.0423,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300307,166544129,Active,P04626,IC50,,0.0178,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300308,166543952,Active,P04626,IC50,,0.0479,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300309,166544408,Active,P04626,IC50,,0.0832,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300310,166543926,Active,P04626,IC50,,0.167,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300311,166544185,Active,P04626,IC50,,0.0727,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300312,166544327,Active,P04626,IC50,,0.1938,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300313,166544073,Active,P04626,IC50,,0.0501,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300314,166544238,Active,P04626,IC50,,0.121,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300315,166543999,Active,P04626,IC50,,0.4865,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300316,166543697,Active,P04626,IC50,,0.2754,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300317,166543740,Active,P04626,IC50,,0.0365,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300318,166544350,Active,P04626,IC50,,0.006,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300319,166543907,Active,P04626,IC50,,0.0143,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300320,166544235,Active,P04626,IC50,,0.0458,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300321,166544263,Active,P04626,IC50,,0.0158,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300322,166544405,Active,P04626,IC50,,0.0287,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300323,166543739,Active,P04626,IC50,,0.0062,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300324,166544056,Active,P04626,IC50,,0.1047,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300325,167346243,Active,P04626,IC50,,0.1192,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300326,166543711,Active,P04626,IC50,,0.0085,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300327,166543850,Active,P04626,IC50,,0.0055,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300328,166543850,Active,P04626,IC50,,0.0113,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300329,166543820,Active,P04626,IC50,,0.13,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300330,166544023,Active,P04626,IC50,,0.0147,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300331,166544047,Active,P04626,IC50,,0.1201,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300332,167269358,Active,P04626,IC50,,0.0815,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300333,166543927,Active,P04626,IC50,,0.222,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300334,166544086,Active,P04626,IC50,,0.1188,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300335,166543962,Active,P04626,IC50,,0.0609,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300336,166544008,Active,P04626,IC50,,0.264,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300337,166543800,Active,P04626,IC50,,0.0186,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300338,166543858,Active,P04626,IC50,,0.0345,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300339,166543953,Active,P04626,IC50,,3.2977,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300340,166544139,Active,P04626,IC50,,0.3954,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300341,166544198,Active,P04626,IC50,,0.0991,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300342,166543761,Active,P04626,IC50,,0.4234,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300343,166544014,Active,P04626,IC50,,2.0434,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300344,166544397,Active,P04626,IC50,,0.2334,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300345,166543784,Active,P04626,IC50,,0.0483,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300346,166543978,Active,P04626,IC50,,0.4759,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300347,166543749,Active,P04626,IC50,,0.0254,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300348,166544347,Active,P04626,IC50,,0.0543,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300349,166544294,Active,P04626,IC50,,0.0163,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300350,166544404,Active,P04626,IC50,,0.0153,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300351,166544213,Active,P04626,IC50,,0.0314,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300352,166544303,Active,P04626,IC50,,0.0374,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300353,166544132,Active,P04626,IC50,,0.0174,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300354,166543877,Active,P04626,IC50,,0.0068,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300355,166543915,Active,P04626,IC50,,0.4219,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300356,166543741,Active,P04626,IC50,,0.6641,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300357,166544122,Active,P04626,IC50,,0.141,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300358,166544070,Active,P04626,IC50,,0.01,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300359,167346225,Active,P04626,IC50,,0.0865,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300360,166543705,Active,P04626,IC50,,0.0087,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300361,166543958,Active,P04626,IC50,,0.0364,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300362,166544277,Active,P04626,IC50,,0.0092,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300363,166544194,Active,P04626,IC50,,0.0652,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300364,166544321,Active,P04626,IC50,,0.0334,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300365,166544076,Active,P04626,IC50,,0.009,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300366,166544015,Active,P04626,IC50,,0.4477,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300367,166543751,Active,P04626,IC50,,0.1038,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300368,167268339,Active,P04626,IC50,,0.017,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300369,166544316,Active,P04626,IC50,,0.0332,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300370,166544121,Active,P04626,IC50,,0.0582,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300371,166543753,Active,P04626,IC50,,0.0815,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300372,167268328,Active,P04626,IC50,,0.041,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300373,166543957,Active,P04626,IC50,,0.0031,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300374,166543793,Active,P04626,IC50,,0.0023,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300375,166544326,Active,P04626,IC50,,0.0075,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300376,166544250,Active,P04626,IC50,,0.0813,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300377,166543968,Active,P04626,IC50,,0.0765,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300378,166544216,Active,P04626,IC50,,0.0134,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300379,167269356,Active,P04626,IC50,,0.0098,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300380,166543750,Active,P04626,IC50,,0.126,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300381,166544099,Active,P04626,IC50,,0.0126,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300382,166544210,Active,P04626,IC50,,0.1696,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300383,166543847,Active,P04626,IC50,,0.038,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300384,166544169,Active,P04626,IC50,,0.0167,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300385,166544115,Active,P04626,IC50,,0.0032,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300386,166544328,Active,P04626,IC50,,0.0511,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300387,166543828,Active,P04626,IC50,,0.019,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300388,166544221,Active,P04626,IC50,,0.1322,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300389,167346232,Active,P04626,IC50,,0.0392,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300390,166543879,Active,P04626,IC50,,0.4606,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300391,166543754,Active,P04626,IC50,,0.0029,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300392,167346227,Active,P04626,IC50,,0.0883,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300393,166543903,Active,P04626,IC50,,0.0119,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300394,166544215,Active,P04626,IC50,,0.0185,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300395,166544261,Active,P04626,IC50,,0.2374,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300396,166544383,Active,P04626,IC50,,0.0294,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300397,167269144,Active,P04626,IC50,,0.2817,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300398,166543943,Active,P04626,IC50,,0.058,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300399,166543902,Active,P04626,IC50,,0.038,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300400,166543898,Active,P04626,IC50,,0.0575,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300401,166543808,Active,P04626,IC50,,0.1841,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300402,166543948,Active,P04626,IC50,,0.2549,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300403,166543941,Active,P04626,IC50,,0.0554,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300404,166544042,Active,P04626,IC50,,0.0523,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300405,167346227,Active,P04626,IC50,,0.0362,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300406,166543981,Active,P04626,IC50,,0.0541,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300407,166544140,Active,P04626,IC50,,0.0604,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300408,166544246,Active,P04626,IC50,,0.042,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300409,166544359,Active,P04626,IC50,,0.0308,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300410,166544157,Active,P04626,IC50,,0.0093,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300411,166544166,Active,P04626,IC50,,0.0604,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300412,167269805,Active,P04626,IC50,,0.0299,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300413,167269806,Active,P04626,IC50,,0.0482,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300414,166544366,Active,P04626,IC50,,0.0123,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300415,166544069,Active,P04626,IC50,,0.2712,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300416,167269811,Active,P04626,IC50,,0.0444,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300417,166544382,Active,P04626,IC50,,0.0659,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300418,167346193,Active,P04626,IC50,,0.1349,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300419,166544148,Active,P04626,IC50,,0.0559,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300420,166544079,Active,P04626,IC50,,0.0759,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300421,167346220,Active,P04626,IC50,,0.0415,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300422,167346218,Active,P04626,IC50,,0.0863,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300423,167269809,Active,P04626,IC50,,0.1214,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300424,167346214,Active,P04626,IC50,,0.0399,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300425,166543970,Active,P04626,IC50,,0.0279,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300426,167346189,Active,P04626,IC50,,0.0221,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300427,166543836,Inactive,P04626,IC50,,10,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
